fid,uid,filename,uri,filemime,filesize,status,created,changed
608,4,impact_on_job_creation.png,public://content/impact_on_job_creation.png,image/png,103691,1,1513328585,1513328585
609,4,computer-science-503599_1920.jpg,public://content/computer-science-503599_1920.jpg,image/jpeg,743361,1,1513328585,1513328585
610,4,computer-science-503599_1920.jpg,public://thumbnails/computer-science-503599_1920.jpg,image/jpeg,743361,1,1513328585,1513328585
611,4,work-life-balance_2.png,public://thumbnails/work-life-balance_2.png,image/png,25923,1,1513331353,1513331353
612,4,work-life-balance_2.png,public://content/work-life-balance_2.png,image/png,25923,1,1513331353,1513331353
613,4,leader-2815528_1920.png,public://content/leader-2815528_1920.png,image/png,1663027,1,1513333363,1513333363
614,4,leader-2815528_1920.png,public://thumbnails/leader-2815528_1920.png,image/png,1663027,1,1513333363,1513333363
615,4,relative_rankings_of_wellbeing_dec_2017.png,public://content/relative_rankings_of_wellbeing_dec_2017.png,image/png,84471,1,1513333500,1513333500
616,4,engagement_techs_hrex_report.png,public://content/engagement_techs_hrex_report.png,image/png,326072,1,1513336470,1513336470
617,4,learning_techs_hrex_report.png,public://content/learning_techs_hrex_report.png,image/png,326670,1,1513336470,1513336470
618,4,company_use_of_ai_hrex_report.png,public://content/company_use_of_ai_hrex_report.png,image/png,359854,1,1513336470,1513336470
619,4,robot-3010309_1920.jpg,public://content/robot-3010309_1920.jpg,image/jpeg,383540,1,1513336470,1513336470
620,4,hr_tech_plans.png,public://content/hr_tech_plans.png,image/png,138760,1,1513336470,1513336470
621,4,robot-3010309_1920.jpg,public://thumbnails/robot-3010309_1920.jpg,image/jpeg,383540,1,1513336470,1513336470
622,4,sdworx-infographic.png,public://content/sdworx-infographic.png,image/png,269947,1,1513336780,1513336780
623,4,sd_worx_infographic.png,public://thumbnails/sd_worx_infographic.png,image/png,194647,1,1513336780,1513336780
624,4,msr_2011_pp_best.jpg,public://contributors/msr_2011_pp_best.jpg,image/jpeg,1024585,1,1513871109,1513871109
627,4,sson_millennial_talent.png,public://thumbnails/sson_millennial_talent_0.png,image/png,364899,1,1513875626,1513875626
628,4,sson_millennial_talent.png,public://content/sson_millennial_talent_0.png,image/png,364899,1,1513875626,1513875626
629,4,soft_leadership.png,public://content/soft_leadership.png,image/png,74962,1,1513941814,1513941814
630,4,stones-451329_1920.jpg,public://content/stones-451329_1920.jpg,image/jpeg,1268036,1,1513941814,1513941814
631,4,stones-451329_1920.jpg,public://thumbnails/stones-451329_1920.jpg,image/jpeg,1268036,1,1513941814,1513941814
632,4,JCcwcDlzCYo.jpg,public://video_embed_field_thumbnails/youtube/JCcwcDlzCYo.jpg,image/jpeg,11509,1,1523981213,1523981213
633,4,tea_colaianni_14.jpg,public://content/tea_colaianni_14.jpg,image/jpeg,455766,1,1515685068,1515685068
634,4,martin.jpg,public://content/martin.jpg,image/jpeg,24363,1,1515685349,1515685349
635,4,aaeaaqaaaaaaaambaaaajdrjoddimtm4lty4ztktngyzzc1im2zjlte5m2vmmge5ndewyq.jpg,public://content/aaeaaqaaaaaaaambaaaajdrjoddimtm4lty4ztktngyzzc1im2zjlte5m2vmmge5ndewyq.jpg,image/jpeg,12066,1,1515685349,1515685349
636,4,david_frost.jpg,public://content/david_frost.jpg,image/jpeg,13379,1,1515685349,1515685349
638,4,secret-sauce-of_27267030.png,public://content/secret-sauce-of_27267030.png,image/png,326265,1,1515708333,1515708333
639,4,w__AOHpr3Kk.jpg,public://video_embed_field_thumbnails/youtube/w__AOHpr3Kk.jpg,image/jpeg,21353,1,1515743351,1515743351
640,4,culture_is_king.png,public://thumbnails/culture_is_king.png,image/png,130051,1,1515709980,1515709980
641,4,culture_is_king.png,public://content/culture_is_king.png,image/png,130051,1,1515709980,1515709980
642,4,secret_sauce_pic.png,public://thumbnails/secret_sauce_pic.png,image/png,53989,1,1515743965,1515743965
643,4,peter_bloom_video_skills_pic.png,public://videothumbnails/peter_bloom_video_skills_pic.png,image/png,987623,1,1515744013,1515744013
644,4,psl_views_pic.png,public://thumbnails/psl_views_pic.png,image/png,68876,1,1515749714,1515749714
645,4,ns7VhSR69-g.jpg,public://video_embed_field_thumbnails/youtube/ns7VhSR69-g.jpg,image/jpeg,21353,1,1519320856,1519320856
646,4,garton_ss.png,public://videothumbnails/garton_ss.png,image/png,502530,1,1515751364,1515751364
647,4,sharing_economy_ss.png,public://thumbnails/sharing_economy_ss.png,image/png,103554,1,1515751877,1515751877
648,4,chris_rowe_500.jpg,public://content/chris_rowe_500.jpg,image/jpeg,46887,1,1515752011,1515752011
652,4,six-quotes-on_26997214.png,public://content/six-quotes-on_26997214.png,image/png,1635669,1,1516274070,1516274070
653,4,six_quotes_ss.png,public://thumbnails/six_quotes_ss.png,image/png,39807,1,1516274070,1516274070
654,4,chro_succession.png,public://thumbnails/chro_succession.png,image/png,382065,1,1516291451,1516291451
655,4,chro_succession.png,public://content/chro_succession.png,image/png,382065,1,1516291451,1516291451
656,4,pat-wright-graph_1.png,public://content/pat-wright-graph_1.png,image/png,47511,1,1516291451,1516291451
657,4,innovation-2933014_1920.jpg,public://content/innovation-2933014_1920.jpg,image/jpeg,289378,1,1516308448,1516308448
658,4,innovation-2933014_1920.jpg,public://thumbnails/innovation-2933014_1920.jpg,image/jpeg,289378,1,1516308448,1516308448
659,4,big_data_potholes.png,public://content/big_data_potholes.png,image/png,409581,1,1516309130,1516309130
660,4,path_to_select_and_identify_ai.png,public://content/path_to_select_and_identify_ai.png,image/png,392127,1,1516309130,1516309130
661,4,identifying_and_overcoming_ai_potholes.png,public://content/identifying_and_overcoming_ai_potholes.png,image/png,362784,1,1516309130,1516309130
663,4,path_to_select_and_identify_ai.png,public://thumbnails/path_to_select_and_identify_ai.png,image/png,392127,1,1516309448,1516309448
667,4,gender_diversity_chart.png,public://content/gender_diversity_chart_0.png,image/png,114395,1,1516882831,1516882831
668,4,hr-value-creati_27284156-2.png,public://content/hr-value-creati_27284156-2.png,image/png,57585,1,1516953291,1516953291
669,4,hr-value-creati_27284156-2.png,public://thumbnails/hr-value-creati_27284156-2.png,image/png,57585,1,1516953291,1516953291
670,4,the-four-types-of-organisational-team-members.png,public://content/the-four-types-of-organisational-team-members.png,image/png,284512,1,1517332019,1517332019
671,4,pg_40_charts.png,public://content/pg_40_charts.png,image/png,90223,1,1517478964,1517478964
672,4,pg_36_chart.png,public://content/pg_36_chart.png,image/png,40747,1,1517478964,1517478964
673,4,sub-sector_analysis.png,public://content/sub-sector_analysis.png,image/png,46937,1,1517478964,1517478964
674,4,gender_diversity_chart.png,public://content/gender_diversity_chart.png,image/png,114395,1,1517478964,1517478964
675,4,ftse_250.png,public://content/ftse_250.png,image/png,108114,1,1517478964,1517478964
676,4,pg_40_charts.png,public://thumbnails/pg_40_charts.png,image/png,90223,1,1517479321,1517479321
678,4,correlates_with_profit.png,public://content/correlates_with_profit.png,image/png,46896,1,1517480022,1517480022
679,4,ethnic_minority_represention.png,public://content/ethnic_minority_represention.png,image/png,107996,1,1517480022,1517480022
680,4,pg_15_women_of_colour.png,public://content/pg_15_women_of_colour.png,image/png,41873,1,1517480022,1517480022
682,4,cup-2910700_1920.jpg,public://content/cup-2910700_1920.jpg,image/jpeg,365580,1,1517483652,1517483652
683,4,cup-2910700_1920.jpg,public://thumbnails/cup-2910700_1920.jpg,image/jpeg,365580,1,1517483652,1517483652
684,4,success-2073660_1920.jpg,public://content/success-2073660_1920.jpg,image/jpeg,311831,1,1517484073,1517484073
685,4,success-2073660_1920.jpg,public://thumbnails/success-2073660_1920.jpg,image/jpeg,311831,1,1517484073,1517484073
687,4,palms-308662_1280.png,public://content/palms-308662_1280.png,image/png,175599,1,1517485475,1517485475
688,4,gender-diversity-what-the-research-shows_2.png,public://content/gender-diversity-what-the-research-shows_2.png,image/png,614831,1,1517485918,1517485918
689,4,gender_map_thumbnail.png,public://thumbnails/gender_map_thumbnail.png,image/png,223646,1,1517485918,1517485918
690,4,palms-308662_1280.png,public://thumbnails/palms-308662_1280.png,image/png,175599,1,1517486158,1517486158
691,4,money-pit_1.png,public://content/money-pit_1.png,image/png,156174,1,1517556817,1517556817
692,4,money-pit_1.png,public://thumbnails/money-pit_1.png,image/png,156174,1,1517556817,1517556817
693,4,king_kong.jpg,public://content/king_kong.jpg,image/jpeg,84007,1,1518092999,1518092999
694,4,king_kong.jpg,public://thumbnails/king_kong.jpg,image/jpeg,84007,1,1518092999,1518092999
695,4,xu_christopher_jahns_01.jpg,public://contributors/xu_christopher_jahns_01.jpg,image/jpeg,2076301,1,1518093302,1518093302
696,4,amitabh.jpg,public://content/amitabh.jpg,image/jpeg,6952,1,1518095010,1518095010
697,4,amitabh.jpg,public://thumbnails/amitabh.jpg,image/jpeg,6952,1,1518095010,1518095010
698,4,polished-organisational-halo.png,public://content/polished-organisational-halo.png,image/png,144939,1,1518095347,1518095347
699,4,polished-organisational-halo.png,public://thumbnails/polished-organisational-halo.png,image/png,144939,1,1518095347,1518095347
700,4,football-452569_1920.jpg,public://content/football-452569_1920.jpg,image/jpeg,808693,1,1518101191,1518101191
701,4,football-452569_1920.jpg,public://thumbnails/football-452569_1920.jpg,image/jpeg,808693,1,1518101191,1518101191
702,4,index-visual.jpg,public://linkthumbnails/index-visual.jpg,image/jpeg,57942,1,1518102010,1518102010
703,4,the-manager-view-of-the-future-of-work_1.png,public://content/the-manager-view-of-the-future-of-work_1.png,image/png,469013,1,1518532468,1518532468
704,4,appraisals.png,public://content/appraisals.png,image/png,693132,1,1518615522,1518615522
705,4,appraisals.png,public://thumbnails/appraisals.png,image/png,693132,1,1518615522,1518615522
706,4,virtual-reality-1802469_1920.jpg,public://content/virtual-reality-1802469_1920.jpg,image/jpeg,946838,1,1518689782,1518689782
707,4,virtual-reality-1802469_1920.jpg,public://thumbnails/virtual-reality-1802469_1920.jpg,image/jpeg,946838,1,1518689782,1518689782
708,4,mental_health_1.png,public://content/mental_health_1.png,image/png,190516,1,1518690928,1518690928
709,4,mental_health_2.png,public://content/mental_health_2.png,image/png,88579,1,1518690928,1518690928
710,4,mental_health_3.png,public://content/mental_health_3.png,image/png,82290,1,1518690928,1518690928
711,4,mental_health_1.png,public://thumbnails/mental_health_1.png,image/png,190516,1,1518690928,1518690928
713,4,nigelrelaxed.jpg,public://contributors/nigelrelaxed.jpg,image/jpeg,622811,1,1518695464,1518695464
714,4,questions-2132217_1920.jpg,public://content/questions-2132217_1920.jpg,image/jpeg,408566,1,1519326600,1519326600
715,4,questions-2132217_1920.jpg,public://thumbnails/questions-2132217_1920.jpg,image/jpeg,408566,1,1519326600,1519326600
716,4,idea-3085367_1920.jpg,public://content/idea-3085367_1920.jpg,image/jpeg,589251,1,1519935758,1519935758
717,4,idea-3085367_1920.jpg,public://thumbnails/idea-3085367_1920.jpg,image/jpeg,589251,1,1519935758,1519935758
718,4,newspaper-418919_1920.jpg,public://content/newspaper-418919_1920.jpg,image/jpeg,329414,1,1519936188,1519936188
719,4,newspaper-418919_1920.jpg,public://thumbnails/newspaper-418919_1920.jpg,image/jpeg,329414,1,1519936188,1519936188
720,4,diamond-1186139_1920.jpg,public://content/diamond-1186139_1920.jpg,image/jpeg,247159,1,1519938040,1519938040
721,4,stormtrooper-2899993_1920.jpg,public://content/stormtrooper-2899993_1920.jpg,image/jpeg,419747,1,1519938040,1519938040
722,4,hiring-1977803_1920.jpg,public://content/hiring-1977803_1920.jpg,image/jpeg,104572,1,1519938040,1519938040
723,4,space-telescope-532989_1920.jpg,public://content/space-telescope-532989_1920.jpg,image/jpeg,789027,1,1519938040,1519938040
724,4,stormtrooper-2899993_1920.jpg,public://thumbnails/stormtrooper-2899993_1920.jpg,image/jpeg,419747,1,1519938040,1519938040
728,4,bca_horizontal_screen_rgbnodate.jpg,public://content/bca_horizontal_screen_rgbnodate_0.jpg,image/jpeg,142973,1,1519939828,1519939828
729,4,bca_horizontal_screen_rgbnodate.jpg,public://thumbnails/bca_horizontal_screen_rgbnodate_0.jpg,image/jpeg,142973,1,1519939828,1519939828
730,4,workforce_productivity_ss.png,public://videothumbnails/workforce_productivity_ss.png,image/png,661645,1,1519940411,1519940411
731,4,-Pdl36RsNVo.jpg,public://video_embed_field_thumbnails/youtube/-Pdl36RsNVo.jpg,image/jpeg,17917,1,1533208842,1533208842
732,4,roffey_ss.png,public://thumbnails/roffey_ss.png,image/png,48276,1,1519941381,1519941381
733,4,sally_gunnell.jpg,public://content/sally_gunnell.jpg,image/jpeg,77192,1,1519982684,1519982684
734,4,sally_gunnell.jpg,public://thumbnails/sally_gunnell.jpg,image/jpeg,77192,1,1519982684,1519982684
736,4,gdpr-3178218_1920.jpg,public://linkthumbnails/gdpr-3178218_1920.jpg,image/jpeg,132659,1,1520585302,1520585302
737,4,personal_brand_balloons.png,public://thumbnails/personal_brand_balloons.png,image/png,103483,1,1520587470,1520587470
738,4,personal_brand_balloons.png,public://content/personal_brand_balloons.png,image/png,103483,1,1520587470,1520587470
739,4,scott_and_alison_stratten_19.12.17.jpg,public://content/scott_and_alison_stratten_19.12.17.jpg,image/jpeg,6779366,1,1520590571,1520590571
741,4,define-your-objectives_1.png,public://content/define-your-objectives_1.png,image/png,376478,1,1520600994,1520600994
744,4,create-and-engage-.png,public://content/create-and-engage-.png,image/png,182205,1,1520602295,1520602295
745,4,patagonia_jackets_ss.png,public://content/patagonia_jackets_ss.png,image/png,1415806,1,1520603076,1520603076
746,4,patagonia_ss.png,public://content/patagonia_ss.png,image/png,1571232,1,1520603076,1520603076
747,4,patagonia_ss.png,public://thumbnails/patagonia_ss.png,image/png,1571232,1,1520603076,1520603076
748,4,measure-and-learn.png,public://content/measure-and-learn.png,image/png,256590,1,1520603527,1520603527
749,4,identify-and-discover._1.png,public://content/identify-and-discover._1.png,image/png,296356,1,1520604018,1520604018
751,4,avatar-3127928_1280.jpg,public://content/avatar-3127928_1280.jpg,image/jpeg,169549,1,1520604768,1520604768
752,4,avatar-3127928_1280.jpg,public://thumbnails/avatar-3127928_1280.jpg,image/jpeg,169549,1,1520604768,1520604768
754,4,auditing-the-effectiveness-of-your-hr-department_2.png,public://thumbnails/auditing-the-effectiveness-of-your-hr-department_2.png,image/png,582115,1,1520965235,1520965235
755,4,wellbeing_blackboard.png,public://content/wellbeing_blackboard.png,image/png,443377,1,1521128400,1521128400
756,4,wellbeing_blackboard.png,public://thumbnails/wellbeing_blackboard.png,image/png,443377,1,1521128400,1521128400
757,4,generations_blog_sian_harrington.jpeg,public://content/generations_blog_sian_harrington.jpeg,image/jpeg,80646,1,1521130469,1521130469
758,4,pexels-photo-515169.jpeg,public://thumbnails/pexels-photo-515169.jpeg,image/jpeg,121274,1,1521130469,1521130469
759,4,bb1.png,public://content/bb1.png,image/png,607600,1,1521138964,1521138964
760,4,bb2.png,public://content/bb2.png,image/png,789032,1,1521138964,1521138964
761,4,bb3.png,public://content/bb3.png,image/png,113539,1,1521138964,1521138964
762,4,bb4.png,public://content/bb4.png,image/png,381623,1,1521138964,1521138964
763,4,bb5.png,public://content/bb5.png,image/png,565552,1,1521138964,1521138964
764,4,bb6.png,public://content/bb6.png,image/png,45430,1,1521138964,1521138964
765,4,bb7.png,public://content/bb7.png,image/png,276420,1,1521138964,1521138964
766,4,bb8.png,public://content/bb8.png,image/png,527791,1,1521138964,1521138964
767,4,bb9.png,public://content/bb9.png,image/png,158353,1,1521138964,1521138964
768,4,bb1.png,public://thumbnails/bb1.png,image/png,607600,1,1521139488,1521139488
769,4,tech-people_28880588.png,public://content/tech-people_28880588.png,image/png,40965,1,1521140888,1521140888
770,4,tech-people_28880588.png,public://thumbnails/tech-people_28880588.png,image/png,40965,1,1521140888,1521140888
771,4,copy-of-auditing-the-effectiveness-of-your-hr-department.png,public://content/copy-of-auditing-the-effectiveness-of-your-hr-department.png,image/png,646624,1,1521287070,1521287070
772,4,ethical_outlook.png,public://content/ethical_outlook.png,image/png,165720,1,1521790896,1521790896
773,4,in_the_grey_areas.png,public://content/in_the_grey_areas.png,image/png,174256,1,1521790896,1521790896
774,4,recommendations.png,public://content/recommendations.png,image/png,46298,1,1521790896,1521790896
775,4,in_the_grey_areas.png,public://thumbnails/in_the_grey_areas.png,image/png,174256,1,1521790896,1521790896
776,4,malibot.png,public://content/malibot.png,image/png,954786,1,1521791505,1521791505
779,4,mali_ii.png,public://content/mali_ii.png,image/png,1078572,1,1521793543,1521793543
780,4,mali_ii.png,public://thumbnails/mali_ii.png,image/png,1078572,1,1521793543,1521793543
781,4,belina_1.png,public://content/belina_1.png,image/png,283843,1,1521796072,1521796072
782,4,belina_2.png,public://content/belina_2.png,image/png,515518,1,1521796072,1521796072
783,4,belina_3.png,public://content/belina_3.png,image/png,515662,1,1521796072,1521796072
784,4,belina_4.png,public://content/belina_4.png,image/png,567078,1,1521796072,1521796072
785,4,belina_3.png,public://thumbnails/belina_3.png,image/png,515662,1,1521796072,1521796072
786,4,belina_5.png,public://content/belina_5.png,image/png,83149,1,1521796072,1521796072
787,4,islands_of_innovation.png,public://content/islands_of_innovation.png,image/png,412331,1,1521798495,1521798495
788,4,road_to_agility.png,public://content/road_to_agility.png,image/png,29495,1,1521798495,1521798495
789,4,digital_deadlock.png,public://content/digital_deadlock.png,image/png,16458,1,1521798495,1521798495
791,4,hms_hr.png,public://content/hms_hr.png,image/png,83017,1,1521798495,1521798495
792,4,hms_hr.png,public://thumbnails/hms_hr.png,image/png,83017,1,1521798495,1521798495
793,4,facebook.jpg,public://content/facebook.jpg,image/jpeg,75044,1,1521800592,1521800592
794,4,facebook.jpg,public://thumbnails/facebook.jpg,image/jpeg,75044,1,1521800592,1521800592
795,4,hUQprkrES2M.jpg,public://video_embed_field_thumbnails/youtube/hUQprkrES2M.jpg,image/jpeg,13998,1,1529683489,1529683489
796,4,bp_pic.png,public://videothumbnails/bp_pic.png,image/png,236710,1,1522127034,1522127034
799,4,clare_barclaymicrosoft.jpeg,public://content/clare_barclaymicrosoft.jpeg,image/jpeg,27898,1,1522929869,1522929869
801,4,_karen_beaven_3.jpg,public://content/_karen_beaven_3.jpg,image/jpeg,1875314,1,1522929869,1522929869
802,4,img_0093.jpg,public://contributors/img_0093.jpg,image/jpeg,124786,1,1522939187,1522939187
803,4,peter_drucker.png,public://content/peter_drucker.png,image/png,940387,1,1522954503,1522954503
804,4,peter_drucker.png,public://thumbnails/peter_drucker.png,image/png,940387,1,1522954503,1522954503
805,4,welcome_page_tim_pointer_-_id3g2709.jpg,public://content/welcome_page_tim_pointer_-_id3g2709.jpg,image/jpeg,134290,1,1522954681,1522954681
806,4,digitised-culture.png,public://content/digitised-culture.png,image/png,72612,1,1522954681,1522954681
807,4,digitised-culture.png,public://thumbnails/digitised-culture.png,image/png,72612,1,1522954681,1522954681
808,4,liberty.png,public://content/liberty.png,image/png,570757,1,1522954784,1522954784
809,4,liberty.png,public://thumbnails/liberty.png,image/png,570757,1,1522954784,1522954784
810,4,ps-podcast-icon_1.png,public://audiothumnails/ps-podcast-icon_1_1.png,image/png,23535,1,1522961387,1522961387
812,4,produce.mp3,public://audio/produce.mp3,audio/mpeg,17870334,1,1523012493,1523012493
813,4,drucker_by_the_pool_copy.png,public://content/drucker_by_the_pool_copy.png,image/png,6625800,1,1523261771,1523261771
815,4,frank_pic_3.jpg,public://content/frank_pic_3.jpg,image/jpeg,40086,1,1523261962,1523261962
816,4,new-piktochart_29572064.png,public://content/new-piktochart_29572064.png,image/png,484959,1,1523864892,1523864892
817,4,action-2026437_1280.png,public://thumbnails/action-2026437_1280.png,image/png,325168,1,1523864892,1523864892
818,4,football-3024154_1920.jpg,public://content/football-3024154_1920.jpg,image/jpeg,381177,1,1524223088,1524223088
819,4,scull-rowing-in-fog-2532504_1920.jpg,public://content/scull-rowing-in-fog-2532504_1920.jpg,image/jpeg,633933,1,1524223088,1524223088
820,4,bicycle-race-438887_1920.jpg,public://content/bicycle-race-438887_1920.jpg,image/jpeg,382190,1,1524223088,1524223088
821,4,novak-jokovic-1600735_1920.jpg,public://content/novak-jokovic-1600735_1920.jpg,image/jpeg,555681,1,1524223088,1524223088
822,4,rugby-673453_1920.jpg,public://content/rugby-673453_1920.jpg,image/jpeg,692376,1,1524223088,1524223088
823,4,football-3024154_1920.jpg,public://thumbnails/football-3024154_1920.jpg,image/jpeg,381177,1,1524223088,1524223088
824,4,stigma-final.png,public://thumbnails/stigma-final.png,image/png,139628,1,1524227653,1524227653
825,4,stigma-final.png,public://content/stigma-final.png,image/png,139628,1,1524227653,1524227653
828,4,building-an-effective-hr-department-stage-three-strategy.png,public://content/building-an-effective-hr-department-stage-three-strategy.png,image/png,554468,1,1524228262,1524228262
829,4,building-an-effective-hr-department-stage-four-design.png,public://content/building-an-effective-hr-department-stage-four-design.png,image/png,576773,1,1524228262,1524228262
831,4,auditing_effectiveness_hr_value_creator.png,public://content/auditing_effectiveness_hr_value_creator.png,image/png,99530,1,1524232897,1524232897
832,4,auditing_effectiveness_hr_value_creator.png,public://thumbnails/auditing_effectiveness_hr_value_creator.png,image/png,99530,1,1524232897,1524232897
834,4,building-an-effective-hr-department-stage-one-reputation.png,public://content/building-an-effective-hr-department-stage-one-reputation.png,image/png,318038,1,1524234419,1524234419
836,4,building-an-effective-hr-department-stage-two-definition-of-success.png,public://content/building-an-effective-hr-department-stage-two-definition-of-success.png,image/png,297219,1,1524234419,1524234419
837,4,a_team.png,public://content/a_team.png,image/png,127779,1,1524810169,1524810169
838,4,a_team.png,public://thumbnails/a_team.png,image/png,127779,1,1524810169,1524810169
839,4,wd-40-smart-straw-voc-3oz-3d-can.png,public://content/wd-40-smart-straw-voc-3oz-3d-can.png,image/png,202788,1,1524810501,1524810501
840,4,a-3199409_1280.png,public://content/a-3199409_1280.png,image/png,859425,1,1524810986,1524810986
841,4,a-3199409_1280.png,public://thumbnails/a-3199409_1280.png,image/png,859425,1,1524810986,1524810986
842,4,building-an-effective-hr-department-stage-five-organisation-capability-.png,public://content/building-an-effective-hr-department-stage-five-organisation-capability-.png,image/png,243220,1,1524813738,1524813738
843,4,building-an-effective-hr-department-stage-six-analytics1.png,public://content/building-an-effective-hr-department-stage-six-analytics1.png,image/png,264524,1,1524813738,1524813738
845,4,building-an-effective-hr-department-stage-eight-professionals1.png,public://content/building-an-effective-hr-department-stage-eight-professionals1.png,image/png,272782,1,1524813738,1524813738
846,4,building-an-effective-hr-department-stage-nine-work-style-.png,public://content/building-an-effective-hr-department-stage-nine-work-style-.png,image/png,203934,1,1524813738,1524813738
847,4,ulrich_hr_effectiveness.png,public://content/ulrich_hr_effectiveness.png,image/png,104054,1,1524813738,1524813738
848,4,ulrich_hr_effectiveness.png,public://thumbnails/ulrich_hr_effectiveness.png,image/png,104054,1,1524813738,1524813738
849,4,hand-1571851_1920.jpg,public://content/hand-1571851_1920.jpg,image/jpeg,246791,1,1524814390,1524814390
850,4,hand-1571851_1920.jpg,public://thumbnails/hand-1571851_1920.jpg,image/jpeg,246791,1,1524814390,1524814390
851,4,building-an-effective-hr-department-stage-seven-practices-_1.png,public://content/building-an-effective-hr-department-stage-seven-practices-_1.png,image/png,198339,1,1524814570,1524814570
852,4,birthday.png,public://content/birthday.png,image/png,575790,1,1524822511,1524822511
853,4,birthday.png,public://thumbnails/birthday.png,image/png,575790,1,1524822511,1524822511
854,4,linkedin_page_advert.png,public://brands/linkedin_page_advert.png,image/png,108990,1,1525199415,1525199415
855,4,5qvuEsL0qPg.jpg,public://video_embed_field_thumbnails/youtube/5qvuEsL0qPg.jpg,image/jpeg,27041,1,1525778592,1525778592
856,4,route_to_ned.png,public://videothumbnails/route_to_ned.png,image/png,550231,1,1525767745,1525767745
857,4,000.png,public://content/000.png,image/png,101044,1,1525768660,1525768660
858,4,000.png,public://thumbnails/000.png,image/png,101044,1,1525768660,1525768660
859,4,happiness-2411760_1920.jpg,public://content/happiness-2411760_1920.jpg,image/jpeg,137908,1,1525770004,1525770004
860,4,happiness-2411760_1920.jpg,public://thumbnails/happiness-2411760_1920.jpg,image/jpeg,137908,1,1525770004,1525770004
861,4,business-3327340_1920.jpg,public://content/business-3327340_1920.jpg,image/jpeg,357753,1,1525770619,1525770619
862,4,business-3327340_1920.jpg,public://thumbnails/business-3327340_1920.jpg,image/jpeg,357753,1,1525770619,1525770619
863,4,chris_rowe.jpg,public://content/chris_rowe.jpg,image/jpeg,71623,1,1525772765,1525772765
864,4,aine-hurley.jpg,public://content/aine-hurley.jpg,image/jpeg,93624,1,1525772765,1525772765
865,4,sam.jpg,public://content/sam.jpg,image/jpeg,16895,1,1525772765,1525772765
866,4,138.jpg,public://content/138.jpg,image/jpeg,93534,1,1525772765,1525772765
867,4,david_done_profile_photo.jpg,public://content/david_done_profile_photo.jpg,image/jpeg,62169,1,1525772765,1525772765
868,4,patrickwright_-_headshot.jpg,public://content/patrickwright_-_headshot.jpg,image/jpeg,1716555,1,1525772765,1525772765
869,4,headhunters.png,public://content/headhunters.png,image/png,634501,1,1525772765,1525772765
870,4,headhunters.png,public://thumbnails/headhunters.png,image/png,634501,1,1525772765,1525772765
871,4,hr_ceo_interview.png,public://content/hr_ceo_interview.png,image/png,121369,1,1526040609,1526040609
872,4,hr_ceo_interview.png,public://thumbnails/hr_ceo_interview.png,image/png,121369,1,1526040609,1526040609
873,4,woman-2699801_1920.jpg,public://content/woman-2699801_1920.jpg,image/jpeg,625266,1,1526370913,1526370913
874,4,woman-2699801_1920.jpg,public://thumbnails/woman-2699801_1920.jpg,image/jpeg,625266,1,1526370913,1526370913
875,4,coffee-1281842_1920.jpg,public://content/coffee-1281842_1920.jpg,image/jpeg,323995,1,1527008285,1527008285
876,4,coffee-1281842_1920.jpg,public://thumbnails/coffee-1281842_1920.jpg,image/jpeg,323995,1,1527008285,1527008285
877,4,open_for_entries_2018_graphic_v4.png,public://content/open_for_entries_2018_graphic_v4.png,image/png,418023,1,1527260892,1527260892
878,4,open_for_entries_2018_graphic_v4.png,public://thumbnails/open_for_entries_2018_graphic_v4.png,image/png,418023,1,1527260892,1527260892
880,4,skills-3371153_1920.jpg,public://content/skills-3371153_1920_0.jpg,image/jpeg,510547,1,1527589292,1527589292
881,4,skills-3371153_1920.jpg,public://thumbnails/skills-3371153_1920.jpg,image/jpeg,510547,1,1527589292,1527589292
883,4,digital_leader.png,public://content/digital_leader.png,image/png,193323,1,1527589900,1527589900
884,4,dinosaur_manager.png,public://content/dinosaur_manager.png,image/png,128721,1,1527589900,1527589900
885,4,dinosaur_manager.png,public://thumbnails/dinosaur_manager.png,image/png,128721,1,1527589900,1527589900
886,4,business_culture_award-_ft.png,public://content/business_culture_award-_ft.png,image/png,335422,1,1528875805,1528875805
887,4,ft.png,public://content/ft.png,image/png,354879,1,1528875805,1528875805
888,4,ft.png,public://thumbnails/ft.png,image/png,354879,1,1528875805,1528875805
889,4,slide4.png,public://content/slide4.png,image/png,77905,1,1528877447,1528877447
890,4,brad_staats_photo.jpg,public://content/brad_staats_photo.jpg,image/jpeg,16983,1,1528877447,1528877447
891,4,slide4.png,public://thumbnails/slide4.png,image/png,77905,1,1528877447,1528877447
892,4,face-1617558_1920.jpg,public://content/face-1617558_1920.jpg,image/jpeg,216266,1,1528878117,1528878117
893,4,face-1617558_1920.jpg,public://thumbnails/face-1617558_1920.jpg,image/jpeg,216266,1,1528878117,1528878117
894,4,people-analytics-survey_1.png,public://content/people-analytics-survey_1.png,image/png,628332,1,1528879076,1528879076
895,4,figue_2_four_key_questions.jpg,public://content/figue_2_four_key_questions.jpg,image/jpeg,852563,1,1528880350,1528880350
896,4,binary-2904980_1920.jpg,public://content/binary-2904980_1920.jpg,image/jpeg,712969,1,1528880350,1528880350
897,4,binary-2904980_1920.jpg,public://thumbnails/binary-2904980_1920.jpg,image/jpeg,712969,1,1528880350,1528880350
